NA	sentiment	tweet
2.63153E+17	positive	Pretty Little Liars was the shit ! I can\u2019t wait til tomorrow ! I wanna see who all innocent & who got something to do with Allison dying !
2.64138E+17	positive	@MonicaGonzo Texas and Baylor both looked awesome last night. We are heading to the games tomorrow night.I say final is Texas/Baylor
2.64215E+17	neutral	If you are in Vancouver this weekend\u002c check out @staticstars on Sat. at 20:00 @ The Commo in Vancouver\u002c BC http://t.co/szy2d90C #concert
2.64224E+17	positive	GREAT GAME GIRLS!! On to districts Monday at Fox!! Thanks to the fans for coming out :)
2.59148E+17	neutral	Jesiah of course can\u2019t fall asleep. So since he\u2019s off school tomorrow\u002c he\u2019s cuddled up with mama watching Wizards of Waverly Place<3
2.63643E+17	neutral	@gleekyspnluver @flippinstarkids It says on Wiki that the ep will now air on the 13th\u002c no links at the moment for it.
2.63764E+17	negative	Cardinal men take 4th in Cypress Point tournament: A good host never outshines their guests\u002c but the Stanford me... http://t.co/JJGPNolq
2.50754E+17	neutral	Who\u2019s going to Concords football game this Saturday?
2.64225E+17	positive	#7FactsAboutMyBestFriend 17\u002c plays softball\u002c loves the Lakers\u002c she\u2019s a LA girl\u002c Junior\u002c Birthday September\u002c 15th & she loves her black boys!
2.60243E+17	neutral	"So Friday at Onyx there was a bachelor party & the best man tells the bachelor\u002c \""You getting married tomorrow!\"" The bachelor says..."
2.63181E+17	positive	waking up to a Niners win\u002c makes Tuesday get off to a great start! 21-3 over the cards and 2 games clear in the NFC West.
2.63821E+17	positive	Contest Tomorrow! I will post a local Tucson property that is currently Active in the Tucson MLS. The first person... http://t.co/V55HsKTI
2.64132E+17	neutral	@kellyinvegas @collegegameday If it\u2019s the Iowa vs. Indiana game\u002c we may be the only two there! #TicketsAreProbablyFree
2.63643E+17	negative	@Duffy_Louise Nooooooo this Sunday is the last episode of Downton Abbey. :( There\u2019s a Christmas special coming but that\u2019s AGES away.
2.52154E+17	positive	@justinbieber im so excited even though i wont see you til novemeber 5th. oiershdjkfwle GOOD LUCK TONIGHT\u002c KIDRAUHL!
2.64027E+17	negative	I believe the snobish mainstream media\u002c ABC\u002c CBS\u002cNBC\u002c CNN\u002c MSNBC may get their comeupance this election. People r sick of their bias!
2.63567E+17	neutral	If you didnt see it already heres my Halloween effort from Saturday - David Bowie frm the Labyrinth as a vamp! http://t.co/GMzfdHnR
2.64238E+17	negative	Well if no ones going to school tomorrow then I guess I won\u2019t go :p
2.63683E+17	positive	Tom Brady wins AFC offensive player of the week for 22nd time http://t.co/gwjLE1k8 (via @ProFootballTalk)
2.51909E+17	negative	Watching Contraband on the PVR & it\u2019s too frigging predictable to continue watching. Gonna go wash my hair. #friday
2.64066E+17	negative	@JoshNorris @Rotoworld_Draft I\u2019d be pretty mad if the Packers took Bernard in the 1st just bc\u002c Cooper/Eifert would be better IMO.
2.48993E+17	neutral	Herald Sun: AFL stars make their UFC 152 picks: DANE Swan and Gary Ablett give us their pick... http://t.co/ptKILitj #sidebyside #gopies
2.62873E+17	positive	Very amaZAYN voice to the 1st verse man ZAYN MALIK! @zaynmalik xx
2.63456E+17	negative	Steal by Chalmers\u002c on the break away and is fouled by Garnett. That is his 3rd foul of this game. #Celtics #299COMM
2.62938E+17	neutral	@Holly_Gilchrist you out again on Thursday for #aNightmareOnGeorgeStreet at Chalmers?? #round2
2.63964E+17	positive	"Free to Watch!!! Justified: \""Justified\"" follows Marshal Raylan Givens\u002c a modern day 19th century-style lawman\u002c w... http://t.co/Lep5fnF1"
2.55778E+17	neutral	@_BigDaddyDouley Come SUPPORT the SHOW/MOVEMENT at Park dale High School on Oct 26th from 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB & HIB
2.64132E+17	positive	@drewbrees I admire the relationship U have with your family.  Lol iron man\u2019s a pretty suitable costume. Good Luck Monday Go Saints!
2.64146E+17	neutral	@shuayb_ well i went maths on mon\u002c tues + wed but cba now youu? &nopee just town today and thats itt x_x
2.60213E+17	positive	Lance just left\u002c dinner with the fam was great. Managed to watch Napoleon Dynamite and The Devil Inside. Long story short: wonderful sunday.
2.63945E+17	positive	Come see the David Bowie tribute show I\u2019m in @ King King\u002c H\u2019wood\u002c Nov 4 & 5 (my b\u2019day). 6 singers/dancers\u002c 6 pc band - killin!
2.64237E+17	positive	Your like Jordan\u2019s on a Saturday I got to have you and I cannot wait. .
2.56143E+17	neutral	But i wanna wear my Concords tomorrow though but i don\u2019t feel like it
2.64061E+17	neutral	Gonna watch Grey\u2019s Anatomy all day today and tomorrow(:
2.6344E+17	neutral	@CoachVac heey do you know anything about UVA\u2019s fallll fest loll they invited me so im going this sat but i really dont know what it is loll
2.64244E+17	neutral	@DustyEf when that sun is high in that Texas sky\u002c I\u2019ll be buckin it to county fair. Amarillo by morning. Amarillo ill be there...
2.62784E+17	positive	Up 20 points in my money league with Vernon Davis and L. Fitz still to go tomorrow. Thats what I like to see
2.64067E+17	positive	DEEJAYING this FRIDAY in THE FIRST CHOP it\u2019s CHRIS actual SMITH with a smashing mish mashing of TUNES from Stoke... http://t.co/N3W1Dkrv
2.62952E+17	negative	The Rick Santorum signing that was scheduled for tomorrow at the Books A Million in Exton\u002c PA has been CANCELLED due to the weather.
2.61768E+17	neutral	Just noticed Ricky Gervais and Stephen Merchant\u2019s Life\u2019s Too Short started airing on BBC Entertainment. Check it out on Sunday\u002c 20:30.
2.5647E+17	neutral	@dreami9 lol yep looks like it! Was after El Clasico on Sunday. I didn\u2019t like her lol and this doesn\u2019t look serious so I\u2019m cool lol
2.64244E+17	neutral	@azrinparveen @Idruski as usual no. You can Skype with me this Saturday kot. Still in Milan bro.
2.64122E+17	neutral	Back in Stoke on Trent for the 2nd time today!
2.64101E+17	neutral	First Girls Varsity Basketball Game tomorrow at 6:00 pm Then Football Senior night at 7:15 pm  See you there! Go Saints!
2.64261E+17	neutral	#UFC lightweights @Young__Assassin VS @jamievarner set for TUF 16 Finale on the FX December 15 card\u002c prelims on FUEL TV and Facebook. #MMA
2.64171E+17	neutral	@OOOOO_WEEEE slide thru sometime this weekend ill have somethin yu can sip on lol gotta make a ABC run tomorrow anyway
2.64021E+17	neutral	the fact that i still havent decided if im going to wvu tonight or tomorrow night hmmmm
2.53741E+17	negative	@DannyB618 Sure absolutely-- I meant out of the Bachmann\u002c Perry\u002c Santorum\u002c Herman Cain bunch this election. And Romney was not my 1st choice
2.64134E+17	negative	@RichardGordon48 re Levein discussion on Wed. Can\u2019t keep changing boss\u002c but he is far too negative. Brazil gone\u002c new boss cud experiment.
2.64119E+17	neutral	Today In History November 02\u002c 1958 Elvis gave a party at his hotel before going out on maneuvers. He sang and... http://t.co/Za9bLTcE
2.63641E+17	positive	Hustle cause you got to then kick back n party everyday like its Fri
2.64218E+17	neutral	"@_Wayward_Son Sam groaned. \""Don\u2019t /remind/ me...\"" he murmured. He adjusted himself in his pants and sat up. \""We leaving then?\"""
2.64224E+17	positive	I can\u2019t sleep. Way too exited about Vancouver tomorrow! I\u2019m like a kid at Christmas.
2.64126E+17	neutral	Coming to Greenville tomorrow for my last few days in Sc\u002c then it\u2019s west coast shawwty
2.58218E+17	positive	Entertainment: Tina Fey and Amy Poehler are hosting the Golden Globes\u002c airing Jan 13. Get ready for a night full of laughs!! -Ashley&Alyssa
2.64111E+17	neutral	Who\u2019s going to Plymouth town tomorrow?
2.64249E+17	negative	#pause I bet the clippers are gonna get in the Lakers ass Friday (today)
2.6391E+17	neutral	If you do another season of Big Brother please please please bring Friday night live back!! Everyone wants it back on! @BBAU9 #BBAU
2.64245E+17	positive	@h0tlikepayne: It\u2019s #confirmed that you can listen to the deluxe version of TMH on ITunes 9pm GMT on Nov 5th\u002c Monday.
2.63839E+17	neutral	i said it b4 dat gucci been promoting his mixtape 2 drop on 10/17 since august\u002c Gotti just up & tried 2 come out on da same date
2.64231E+17	positive	Busy day tomorrow\u002c staging at bliss instead of sustenio!! Both very cool places. And my last night in Texas. Its gonna be great! :)
2.38129E+17	neutral	My Pain may be the reason for somebody\u2019s laugh. But my laugh must never be the reason for somebody\u2019s pain - Charlie Ch http://t.co/iw1fy2wo
2.58991E+17	neutral	Might do my sport work on the train tomorrow CBB right now
2.58433E+17	neutral	Just watched most of movie\u002cmissed the 1st 20 min.s\u002cbut...I thought Y2J was in it!Looked like him\u002csaid Chris Jericho in credits\u002cbut...nah! (;
2.64191E+17	positive	Thursday night is reserved for comedys on NBC\u002c FX and tonight\u002c NFL Network.
2.63116E+17	neutral	At the Monday night football game Cardinals vs Niners with Steve Edlefsen and Matthew Kroon. http://t.co/oWdlksm3
2.61323E+17	negative	Mitt Romney falsely claimed he saw his father march with Martin Luther King Jr.  http://t.co/QcSDqEyB Mitt Romney what won\u2019t you lie about?
2.63276E+17	positive	http://t.co/hZOrJG6W Its going down in #DeathValley this Saturday! Geaux Tigers @LSUfball @JacobHester22 @LSUCoachMiles
2.63832E+17	positive	Get to see my big sis sunday and watch the Packers game! #missher @Laurrr_Miller
2.64238E+17	positive	Not only is @MzMandyTugz home from China\u002c she\u2019s in LA...I called her and screamed Mandyyyyyyyyyyyyy...I\u2019m gonna hug her for 2 hrs tomorrow!
2.64256E+17	neutral	@marinabaysands May I know if there is still a chance to meet Tiger Woods before he leaves Singapore?
2.64252E+17	positive	Going to Singapore tonight :) Excited for Skyfall + penny boarding tomorrow!
2.62115E+17	negative	Firework just came on my tv and I just broke down and sat and cried\u002c I need help okay
2.64227E+17	negative	@TatiCuteAss you ain\u2019t gone do shit tomorrow we gone see chicken shit
2.53377E+17	negative	"My great grandpa was gonna march with Dr. King but he said \""nah man\u002c why march when I can finger these white bitches instead?\"""
2.56076E+17	neutral	Remember this? Santorum: Romney\u002c Obama healthcare mandates one and the same http://t.co/sIoG48TO #TheRealRomney @Lis_Smith @truthteam2012
2.62081E+17	positive	Watching Napoleon Dynamite with @katyholzzz = best Friday night ever! #throwback
2.61393E+17	neutral	@REALBROTHER0003 did Romney\u2019s dad march with Dr.King yes or no ?
2.64247E+17	neutral	Last Man Standing Season 2 Premieres November 2nd on ABC with an Election Theme http://t.co/k1SASkif via @themomjen
2.62408E+17	positive	Bama maintains the longest active unbeaten streak as they march (again) to the national title. ROLL TIDE!
2.6423E+17	neutral	Uploading my iPod for tht drive back to the O tomorrow
2.61177E+17	neutral	@robdelaney I\u2019ll donate $5 to the homeless guy on 3rd St. if u can talk @realDonaldTrump into letting us judge the next Miss America
2.64078E+17	negative	So Clattenburg\u2019s alleged racism may mean end of his career; Terry\u002c Suarez\u002c Rio use it and can\u2019t play for a couple of weeks? #consistency
2.55917E+17	positive	@ZulaGp @misstoyaj Watching this great interview with Ava Duvernay-new film coming out Fri. with the beautiful Nigerian actor from Red Tails
2.63952E+17	negative	Pretty Little Liars is not back until the 8th of January!!! I\u2019m devastated
2.64241E+17	positive	i like how each Friday the announcers hype how Alabama can be beat and each Monday state how Alabama is still number one...
2.2745E+17	neutral	@hollyhippo I\u2019m going to blockbuster tomorrow to get Devil Inside if that\u2019s okay??;)
2.64055E+17	neutral	[ESPN] SEC lunch links:  Some linkage for you on a Thursday: Alabama will throw some different thing... http://t.co/qr74InOB #RazorBacks
2.63744E+17	neutral	"\""@ESPNStatsInfo: Better QB: Ben Roethlisberger or Eli Manning? You make the call - and watch them face off this Sunday.\"" Tony Romo."
2.64232E+17	neutral	Damn only the 2nd day in the NBA season and Tony Parker already hitting game winners #clutch
2.64173E+17	positive	"Thanking all my lucky stars. (no Madonna) \""With the sun in the mornin\u2019 & the moon in the evenin\u2019 I\u2019m alright.\"""
2.53142E+17	negative	The Philippines just passed a law worse than SOPA\u002c which actually criminalizes criticizing someone online. http://t.co/wUMX95vR
2.61783E+17	positive	"Emile Heskey has sure started his A-League career well. 4 goals in 3 games! May it continue. \""Match Stats http://t.co/SUCqdSM3"
2.641E+17	neutral	@justinsacher hey it\u2019s Natalie the intern at CBS 47 Do you mind if I shadow you tomorrow or Monday or whenever it\u2019s convenient for you? :)
2.6426E+17	neutral	"When I was little my brother Liam asked me \""is it tomorrow yet?\"" And I replied \""no\u002c it\u2019s always today.\"" #5yearsold #bookofquotes #smartbaby"
2.63468E+17	neutral	@WilliamShatner You are top billing to Shakespeare in Google but 2nd in Wiki. One\u002c a master of English; the other\u002c from Stratford.#Shatoetry
2.64222E+17	negative	@shockinglynaomi Sorry!! Still hope to see you in Los Angeles in February!! #NFTYConvention
2.64243E+17	neutral	But some of ya need to calm down\u002c there just snippets! And besides we get to hear them on iTunes on Monday so it\u2019s not really a big deal!
2.3739E+17	positive	@emmasq Gary Ablett has to be a #Monty surely. A lot of losses\u002c but clearly best and most influential player in the #AFL #Jobe & Thommo 2nd
2.6403E+17	negative	These past few weeks I haven\u2019t been excited about Scandal\u002c Grey\u2019s or fried chicken Thursday....this semester has shown me no mercy smh
2.62558E+17	negative	@edcfc73 cheers 4 the ticket ed 4 wednesday \u002cSteve looks a bit like Ricky gervais #ugly fucker
2.64096E+17	positive	@Real_Liam_Payne i\u2019ll be in london\u002c within zayn\u2019s birthday the 12th of january meet you there hahaaha DREAMS AND IMAGINATION OF MINE ..
2.64242E+17	neutral	@cocosworld @numolai nor\u2019easter superstorm with snow and low temps according to fox http://t.co/ilhYhhwB  it may change paths by then
2.64222E+17	neutral	But honestly I think Miami may be the Alabama of the NBA.
2.63708E+17	neutral	@TyMo214 Well said on HMW. Can you now address why Texans fans file out of the stadium midway through the 4th qtr of every game?
2.63821E+17	negative	@BooGotti_So1OO Girl Exactly But I\u2019m Mad Because They Pushed Gotti Date Back! But Fuck All That NOVEMBER 23 RVA!  Shawty how you acting??
2.64234E+17	neutral	On the Jersey shore\u002c emotion outweighs cost of rebuilding: BAY HEAD\u002c N.J./BOSTON (Reuters) - The people of the Jersey Shore may feel ...
2.64127E+17	negative	@CurtTheArcher1 The may have the best defense..but they still lost to the Packers
2.64159E+17	negative	Sad scenes about Underoath splitting. Off to Newcastle tomorrow for the weekend. Try catch the #arsenal game too. @jamiedurent if yr about
2.59304E+17	negative	Anybody at the Trib: where is Ike Taylor\u2019s Friday column? Sucks I can\u2019t find it. First one I\u2019ve actually looked forward to reading.
2.63471E+17	positive	Get pumped for the new season of Justified!! #january
2.63411E+17	negative	Sunderland have some shit fans! They all were going home with 10 mins of the game left. Demba Ba still 2nd top scorer #lalas #smb
2.6419E+17	positive	#7ThingsAboutMyBestFriend 1.She is in love with Zayn Malik and Beau Brooks 2.Ive known her since 5th grade(; 3.She is so tiny!
2.64254E+17	positive	I hope anderson starts tomorrow\u2019s game he did very against chelsea
2.64186E+17	positive	@ZackRyder Look forward to seeing you in Newcastle tomorrow night! I\u2019ll be front row wearing a Broski t-shirt! #WWWYKI
2.54367E+17	negative	@tessgrosvenor27 the Fiesta Bowl. And I was surprised to see they were ranked 6th in the polls. Cuse don\u2019t get alot of love in football land
2.64203E+17	neutral	@DJiAM_ it\u2019ll prolly sound like the 1st Pluto which was ................... ok\u002c I wonder if he gone have Kanye on it
2.64231E+17	neutral	I\u2019m going to the Texans game Sunday!
2.62651E+17	positive	New series of Greys Anatomy starts on 07 November - one good thing about winter is the return of the best US shows! #nightsinfrontofthetelly
2.64232E+17	positive	Jerred tomorrow followed by a day of nothing but xbox sounds great. Then next Friday. So much excite.
2.64249E+17	positive	"@ricxymartinez \""wicked\"" welcome to new england! Are you still in boston? Im going to mass tomorrow to my friends house"
2.60224E+17	negative	We all know that Ike Taylor got the 3rd Top Player of the game for his SWAGGIN\u2019 prowess only. #SNF
2.64059E+17	neutral	Suarez is 1 YC away from a domestic suspension. If he picks up a YC this Sunday vs Newcastle\u002c then he will miss the clash at SB next w/end.
2.63873E+17	negative	Two-thirds of the NCAA football season are completed. The race for the BCS title game is heading to a huge controversy. http://t.co/KStEPiWn
2.63392E+17	positive	Is Demba Ba Sunderlands 2nd top scorer\u002c I believe he is. #Thunlun
2.63801E+17	positive	#Hawks fam\u002c twitpic your Halloween costume to win a pair of tickets to see the Hawks defeat the Rockets this Friday @ATolliver44
2.62341E+17	negative	Sitting at home on a Saturday night doing absolutely nothing... Guess I\u2019ll just watch Greys Anatomy all night. #lonerproblems #greysanatomy
2.63995E+17	negative	Cardinals try to pick up the pieces against Packers: Embarrassed on Monday night\u002c the Arizona Cardinals are left... http://t.co/ruHfUKuf
2.64222E+17	positive	@JulesHolman Dear one was driving from Newcastle. Sunday? So glad @NorelleFeeehan liked it - it was great to meet you Norelle!
2.63576E+17	neutral	@Nessaa456 the 6th chapter talks about malcolm x and I think martin luther king\u002c.he kinda contrasts them
2.64185E+17	negative	5) Don\u2019t mention the score: \u2019Do we want revenge? No.\u2019 - Wenger ahead of the United game on saturday http://t.co/eJLWnaNa
2.64245E+17	neutral	@1DticketsUSA online it said One Direction tix for Paris April 29th 2013 go on sale at 10am\u002c what site can you buy tickets!
2.63761E+17	neutral	@jadinexo U going to chalmers tomorrow?
2.63965E+17	positive	Off to Anfield on Sunday for LFC vs Newcastle with @willslater99 #excited
2.63598E+17	positive	@premierleague Mr Howard Webb did a fantastic comback in Chelsea match 05 February 2012 - with the help of two magic penalties of course...
2.64243E+17	neutral	On the Jersey shore\u002c emotion outweighs cost of rebuilding: BAY HEAD\u002c N.J./BOSTON\u002c Nov 2 (Reuters) - The people of... http://t.co/eaPAgwx2
2.64148E+17	positive	Cowboys will beat the falcons sunday #iStamp
2.62883E+17	neutral	Check out Sir Terry Leahy article in Saturday\u2019s Telegraph Weekend section re why he invested in GCSE Maths resource http://t.co/E9gLzAMC.
2.52415E+17	negative	@KERfortheWIN Plagiarism. Sopa\u2019s gonna get you on october 3.
2.64186E+17	positive	Vegas Beat: Ellen reveals that Madonna helped her come out of the closet: Tuesday\u2019s episode of Ellen featured th... http://t.co/PwhBvNK1
2.64071E+17	positive	Can\u2019t wait to go to the WVU vs. TCU game on Saturday
2.63718E+17	positive	Very much looking forward to Saturday. Afternoon tea and Firework display at the Celtic Manor.
2.64145E+17	neutral	@ThomasCritchley hahaaa. well if u wanna take me to brazil i ain\u2019t gonn say no. How about viva brazil tho next Friday night? Bit cheaper XxX
2.64164E+17	neutral	16:46 Steven Pourier\u002c Jr. (OLC) MADE the 1 shot Free Throw. DaSU leads 8 - 6 in the 1st Half. #NAIAMBB
2.62612E+17	neutral	Trent Richardson has the Browns out to a 7-0 lead over the Chargers on Sunday.  http://t.co/Kfva5FQh
2.63192E+17	neutral	"Gerrard: \""Every single time they got the ball to their keeper it came in long\"". Sunday\u2019s long ball stats - Tim Howard (15)\u002c Brad Jones (20)."
2.63543E+17	positive	Muhammad Ali came into my work tonight to eat...I think that being in the presence of a legend made this Tuesday pretty legit.
2.64123E+17	positive	"\""I didn\u2019t want New York to miss my Madonna show. Get ready for Monday! It\u2019s gonna be on WNBC!\"" There is a God<333333 Thanks Ellen :\u20193"
2.62742E+17	neutral	@AllyTuckerKSR @rbramblet Maybe KSRc needs a wrasslin\u2019 recap then. @kysportsradio once mentioned we may have things about The Bachelor
2.61663E+17	negative	Life just isn\u2019t the same when there is no Pretty Little Liars on Tuesday nights.
2.63706E+17	neutral	(Times Pic) LSU Coach Les Miles said BCS title game has no bearing on Saturday\u2019s matchup with Alabama http://t.co/e7qDoIyC #LSU
2.64198E+17	negative	"\""@rwh4vt: We look like UVA. There I said it.\"" So sad but so very true.. November 24th is going to be a circus"
2.6422E+17	neutral	Class early in the mornjng =\ it\u2019s bedtime! But do get to see my Sam tomorrow :)
2.53003E+17	positive	Hey @SDuPreeBemis :) Support to the Philippines? Cybercrime Law to be in full effect tomorrow. Our version of SOPA #JunktheCybercrimeLaw
2.6273E+17	negative	"\""@RayWJ: \""Despite what you may have heard\u002c I actually do give a shit.\"" --Honey Badger\u002c in an interview with Piers Morgan\""  @dogorman10"
2.64052E+17	positive	I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!
2.63866E+17	neutral	Can Mike Brown play golf? He may need to hit up the Stanford Women\u2019s  team w Ty Willingham after this start\u002c honestly... #Lakers
2.57248E+17	positive	#njed please join @Sirotiak02 and myself  this Tuesday @ 8:30 PM as we discuss HIB. Special guest moderator @WMS_Counselor glad to have you.
2.64198E+17	neutral	Remember the midterm elections? Remember the Wisconsin recall? Just wait for next tuesday.
2.64071E+17	negative	Just been informed my police hat from Saturday has made a home in Chalmers and no doubt has made a home with some skank sob
2.64196E+17	positive	it\u2019s either UA or AU for grad school. As much as I love Alabama\u002c I\u2019m thinking Auburn may be the better choice for me.
2.64219E+17	positive	Watched a Pride and Prejudice play and then the season finale of the 2nd season of Downton Abbey. Tonight is so British.
2.64208E+17	neutral	"@bmwgirl_ Devil\u2019s in the house of the rising sun. Chicken\u2019s in the bread pan picking out dough\u002c granny does your dog bite\u002c \""no child\u002c no\"""
2.50085E+17	negative	i hate how MLK Jr got caught apewalkin at the Selma March (reason why white people call us monkeys)
2.62288E+17	negative	Napoleon Dynamite may be the most awkward person ever
2.62041E+17	neutral	I\u2019m not sure how Teddy Bridgewater playing in the Orange Bowl will go over in Miami. We may find out.
2.64112E+17	positive	@bursonperson - Spotted: I just saw Elvis\u002c I\u2019m beginning to like the temporary 7th floor office. ;) @AOlavarria
2.64232E+17	positive	got to rockdale today and going back to houston tomorrow THANK GOD!
2.53703E+17	positive	@MMFlint you got a sweet shout out at a Jon huntsman jr speech in St. Louis Monday night. Well done!
2.6412E+17	neutral	@CardiffCityFC can you pay on the gate on Saturday at Bolton or not?
2.64229E+17	neutral	China to open cultural centre in Nepal: Kathmandu\u002c Nov 2 (IANS) China is going to open a cultural cen... http://t.co/tYn4QOmg @yahoonews
2.63787E+17	neutral	Why is Jay Cutler good in the 4th qtr and not others? Good question\u002c ESPN. Could be worse\u002c though; he could be Tony Romo.
2.6419E+17	positive	Pacers fans are going to have fun on Saturday...
2.64231E+17	neutral	YouTube improves upload process with optional notifications and new tags editor: Google on Thursday announced th... http://t.co/BtCcHo7A
2.64099E+17	neutral	Ay up @keithmaxmoz You still want me to get you a pair of tickets for the Sunderland match on 2nd Jan (7.45pm ko)?
2.64128E+17	positive	Congratulations on scoring your first goal for Swansea yesterday. May I say that you look exactly like Jonas Gutierrez ! @ChicoFlores12
2.33647E+17	neutral	A lot of work goes into to showing a Movie Under the Stars! Come out tomorrow night at watch Joyful Noise on our... http://t.co/zldSzjI5
2.62868E+17	positive	Thanks to Norton Junior School for Friday\u2019s superb Op Anticipate assembly and the fab singing. Katy Perry\u2019s Firework had us beaming all day!
2.63353E+17	negative	Contraband was prolly the worst below average movie I ever sat and finished watching in my life
2.6279E+17	positive	@BrodyLogan | That way\u002c the Orange Bowl would always be a part of me. I think it was a wise choice. Shit\u002c is it Thursday yet? Game time!
2.64228E+17	positive	Love my new #toy.I mean my IPod touch.5th generation.Does everything but make phone calls and has no GPS ability.I don\u2019t need those options.
2.63838E+17	negative	@JonathaMingo In other related news\u002c you know there\u2019s no Parks tomorrow?
