NA	sentiment	tweet
2.29554E+17	positive	Happy Sunday last off Sadat before back to work enjoy it tweeps now to do yard work for a couple hours then some fun
2.64254E+17	neutral	Playing as the Browns HC K. Fri in #Madden13\u002c XFacalac lost to the Ravens 21-28 on All-Madden #ConnectedCareers
2.63974E+17	positive	#CFC @juanmata10 is the best of the Premier League! His overall EA Sports Player Performance Index score: 217. (1st place) #MataMagic
2.60194E+17	negative	@rosanne_89 Nooooooooo rosanne! They\u2019ve just restocked them and me going overseas Sunday means I can\u2019t afford them :\u2019(
2.56238E+17	neutral	The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. #Orioles #stayhungry
2.64199E+17	positive	@grandvincenzo on November 16 be ready to head to the movies. Breaking Dawn: Part 2. (;
2.62977E+17	neutral	after seeing @Iam_FaithReid\u2019s tweet about watching The Vow\u002c I think I may need to watch it.
2.63282E+17	positive	Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food\u002c sweet.
2.61978E+17	neutral	Yeah.. You know just sitting around by myself listening to Avril Lavigne\u002c typical Friday night.
2.61587E+17	neutral	@Cardschatter @azcardinalsftw D\u002c you\u2019re the closest source btwn fans & team. BTW heard cards may sign Billy Cundiff. Any truth?! #snarklife
2.62069E+17	positive	@jbmclendon And the same station that will air new episodes of COUGAR TOWN in January! @tbsveryfunny has been good to us\u002c Jordan. #PennyCan
2.64215E+17	neutral	Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.
2.45462E+17	positive	I think I may have a heart attack for Jason Wu\u2019s new collection. So Charlotte Rampling in the Night  http://t.co/2KRW4kTn
2.63392E+17	neutral	If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray... http://t.co/9LVKwcYJ
2.60248E+17	positive	Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don\u2019t miss tomorrow night... http://t.co/i9asnsET
2.56984E+17	neutral	"#Nationals 9th Inning had that \""""4th Quarter #Redskins\"""" feel\u002c didn\u2019t it?  Coulda swore I saw Cundiff shank one from the mound."
2.64151E+17	positive	Why would you still wear shorts when it\u2019s this cold?!  I love how Britain see\u2019s a bit of sun and they\u2019re like \u2019OOOH LET\u2019S STRIP!\u2019
2.64087E+17	neutral	.@PPPpolls You mentioned on Monday that you would be releasing Colorado and Nevada numbers on Wednesday; were those polls abandoned?
2.56416E+17	positive	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng
2.59452E+17	neutral	JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period
2.63733E+17	positive	Kick-off your weekend with service! EV!\u2019s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :)
2.64222E+17	positive	@nater0driguez Lmfao alright u got me there. Good job Parker and the spurs\u002c see y\u2019all jan 9th. If I get an extra ticket to that game ur goin
2.13342E+17	negative	Desperation Day (February 13th)  the most well known day in all mens life.
2.5519E+17	neutral	@SunnyClifford We have a similar circumstance in Australia. Jan 25 is Australia Day & many First peoples call it Invasion Day.
2.64135E+17	neutral	paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://t.co/jxxTNlu6
2.6308E+17	neutral	#web Apple software\u002c retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...
2.62311E+17	positive	You two may fight like cats and dogs\u002c but you\u2019re completely head over heels for each other. You two are like Allie and Noah in The Notebook.
2.64088E+17	negative	"\""""@PaperChasinAL: Damn next Saturday tho\"""" Niggas was trynna get shit over with #early"
2.63133E+17	neutral	and the 4th one is for Harry Styles!! <33333
2.6423E+17	neutral	this guy so much like bruno mars\u002c it\u2019s crazy. he may be his long lost twin.
2.59023E+17	neutral	"Blog Post: MTV\u2019s \""""Teen Mom 2\"""" Returns for an Intense Third Season with Chelsea\u002c Jenelle\u002c Kailyn and Leah on Monday\u002c... http://t.co/mgMHsfvu"
2.53051E+17	neutral	The Business Leader\u2019s Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM
2.62999E+17	positive	@elifyk1 Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can\u2019t wait for Nov 8 #NewGlee Yes!
2.6392E+17	positive	Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion
2.64203E+17	neutral	@Jordon_Atkins me you and joe gone chill Saturday of i come tho
2.64242E+17	negative	"\""""Obma fails 2unite us\u002c he divides us by sex\u002c color\u002cparty\u002cage\u002c wealth Nevada\u2019s 1st Latino governor votes early for Romney\u002c predicts GOP win\"""""
2.56788E+17	positive	Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...
2.64187E+17	neutral	Calling all voters\u002c I\u2019m calling on Nevada\u002cFlorida\u002cOhio\u002cTuesday night is the night u guys will i repeat will shine for the president lets go!
2.63866E+17	neutral	We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST)
2.59224E+17	neutral	It\u2019s Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton\u2019s show with Bullet for my Valentine on Monday
2.4676E+17	positive	Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD
2.62862E+17	neutral	@HotspurRelated im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther
2.63494E+17	negative	Halloween may be the second worst holiday\u002c right after valentine\u2019s day
2.64084E+17	positive	PUMPED to open the season tomorrow night against Georgetown!  Women\u2019s Preview: http://t.co/1k3PAK3C | Men\u2019s Preview: http://t.co/n5oFat9V
2.64161E+17	negative	Just found a piece of candy that may have been injected with something. #Why
2.63319E+17	neutral	Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...
2.63799E+17	neutral	"Somehow I managed to \""""lose\"""" my princess leia bra on Saturday. I\u2019m going to Noel Gallagher as \""""Glock at Phish\"""" ie jorts&tank. @custymcnoob"
2.63925E+17	neutral	@docbungle I may relent and get one myself\u002c but I hope it doesn\u2019t come to that. Hopefully all the decent apps will get ported to android
2.64184E+17	neutral	Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday\u002c Android 4.2 bring... http://t.co/yl8QQP0R
2.62576E+17	positive	SAEED: #NowPlaying: BEP\u002c Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://t.co/c9PmolGw
2.63921E+17	neutral	@juliecrawley25. @GininjaDesign. @Donna_Butlin. Nope\u002c it\u2019s just Camden\u002c eating Greek food with a pumpkin... Just another Wednesday.
2.6373E+17	neutral	Are you ready to shop The New Collection from H&M tomorrow?? The Grey Concept from H&M http://t.co/jQE4RJYb #fashion #shopping #highstreet
2.63748E+17	neutral	FAQ: What is \u2019skeuomorphic design\u2019 and the executive shakeup at Apple: SAN FRANCISCO\u002c CA - MARCH 07:  Apple CEO ... http://t.co/YCvoPl98
2.63652E+17	neutral	Fact of the day; Halloween night is Papa John\u2019s second busiest night of the year behind Super Bowl Sunday.
2.64226E+17	positive	@nicoleandrews_ No one can hold a candle to queen coco. If she\u2019s still doing shows in August for my wedding we HAVE to go!!!
2.5737E+17	positive	Omg. Ricky Martin may be gay but he is one fine ass gay man.
2.64249E+17	positive	@lenakoncha the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.
2.63116E+17	positive	On the bright side tomorrow\u2019s CHOCOLATE DAY #getexcited
2.61846E+17	positive	Um I just learned that Sunday is NATIONAL CHOCOLATE DAY. I\u2019m totally taking advantage of that.
2.61689E+17	neutral	To all 90\u2019s ladies\u002c see you on 15th Dec - Axl Rose. @selzky @trisiska_putri @InaDio (teaser biar gak kecewa) http://t.co/hQZNzmZX
2.61435E+17	negative	"Noel Gallagher: \""""Musicians are fucking idiots.\"""" - Yeah\u002c Brian May - he\u2019s an idiot... an idiot who just so happens to be a professor?"
2.52798E+17	neutral	Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://t.co/FmoCg7YK
2.64183E+17	positive	@HOPE_forHippies Hell yea lmfaoo \u002c & see you tomorrow Asia baby (;
2.64138E+17	neutral	@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!
2.63864E+17	neutral	Its November already.. Christmas will be here soon\u002c then New Year\u002c then Valentine\u2019s day then GRADUATION?!?!
2.63972E+17	positive	#NowPlaying Michael Jackson - She\u2019s Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes
2.63867E+17	negative	Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot
2.40554E+17	positive	@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them\u002c about them & ACT on them.  Ghandi\u002c Sadat\u002c ADT\u002c me!
2.61643E+17	positive	@amberrblack amber fantastic news!!! We will reunite with Barbara and jenelle on November 21st when teen mom 2 premieres!!
2.62662E+17	neutral	I need another Viv necklace... May buy myself one for Valentines day #nojoke
2.4632E+17	positive	"I\u2019m in the bathroom bumping \""""Niggas In Paris\"""" Crunk ass hell like it\u2019s my 1st time hearing it this song will never get old lol"
2.55691E+17	neutral	Just got tickets to see Muse in Florida. That\u002c combined with the Grammys two weeks prior\u002c equals a really busy February for Ruby and myself.
2.58695E+17	positive	"Welcome Nick J! :\"""") \""""@nickjonas\""""  In Manila! So excited for the show on Friday."
2.61632E+17	neutral	Battle for the 17th banner: Royal Rumble basketball edition
2.63513E+17	positive	no matter what anyone says...Ray Lewis may be the best defensive player to ever play the game. Hes got heart and hes got anger.
2.61185E+17	positive	4th Album out #RED\u002c #20MillionSwifties\u002c 6 Grammy Awards\u002c 10 AMAs\u002c 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift
2.26475E+17	neutral	Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month\u002c Ca... http://t.co/ctBrbIFt
2.47183E+17	positive	It\u2019s midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333
2.51743E+17	negative	Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company\u2019s error-ridden new mobile map...
2.61707E+17	neutral	Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews
2.58989E+17	neutral	When I teach a basketball in my own school\u002c we\u2019re gonna spend the 1st day watching Larry Bird videos\u002c & the rest will take care of itself.
2.64085E+17	neutral	AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://t.co/7yoVkmMX
2.63794E+17	positive	We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr
2.37572E+17	neutral	@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7
2.63449E+17	neutral	@mysticvalley Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals
2.6027E+17	neutral	@stevefekete @altberry @ferlazz @jimmymcgorman @rodneyondrums me heart will explode\u002c i need some new about avril\u2019s 4th album
2.52331E+17	positive	Love how I skipped every category of the NTA\u2019s besides the soaps. Couldn\u2019t give half a fuck if everything else went off the air tomorrow.
2.63611E+17	negative	@starky88 @nfl_uk Was in on sat and they only had the Ray Lewis home jersey.  They didn\u2019t have a lot either.
2.62903E+17	neutral	New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://t.co/yK9VTjcs
2.64241E+17	neutral	C\u2019mon c\u2019mon does sound like Queen\u2019s we will rock you somehow...
2.50929E+17	neutral	"Mashed out to \""""Niggas In Paris\"""" in the club while in Paris... as cliche as it may sound. #WeOutHere"
2.64056E+17	neutral	Pick the Chelsea team to play Swansea - Chelsea\u2019s focus now turns back to the Premier League and on Saturday we make... http://t.co/6Az8JiIz
2.47773E+17	neutral	@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...
2.54033E+17	positive	My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear
2.62207E+17	positive	"@ariaclemente Wow! you\u2019re also a percy jackson fan! :-) The 4th book of Heroes of Olympus will be entitled \""""House of Hades\"""" @camphalfblood"
2.64143E+17	negative	Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA
2.63247E+17	negative	@chrischris__  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend
2.26238E+17	negative	OBVIOUSLY\u002c i am not a fan of Dream High 2 and i haven\u2019t even watched it! well\u002c i watched the 1st ep\u002cthat\u2019s where i heard that song!^^
2.58888E+17	positive	Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year\u002c and to repeat the next yr
2.63531E+17	positive	Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I\u2019ve seen tonight.
2.46589E+17	neutral	Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?
2.63526E+17	neutral	Goodnight everyone!!! Talk to you all tomorrow :D I shall leave you with Harry Styles -A http://t.co/fC1ZKoW7
2.63753E+17	neutral	Most common nights to order pizza: NYE\u002c Jan 1\u002c day before Thanksgiving\u002c Super Bowl Sunday\u002c Halloween. http://t.co/3j3QiL3j
2.57865E+17	positive	The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://t.co/1RYso3ZZ
2.64244E+17	negative	listening to Kendrick Lamar.....I don\u2019t even want to get a hair cut tomorrow!!!
2.6238E+17	neutral	HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN\u002c Oct 28: A senior commander of the Islamic Revolution Gu... http://t.co/hbdrQP3P
2.63741E+17	neutral	HT: Norwich 0-0 #Spurs. We\u2019ve edged the 1st half without creating any clear cut chances. Bale\u2019s had a couple of decent long range efforts.
2.64227E+17	positive	Guys\u002c the Marijuana law in Colorado\u002c Oregon\u002c and Washington can pass this Tuesday. #HighHopes
2.54601E+17	positive	Breezin\u2019 won the Best Pop Instrumental Performance at the 19th Grammy Awards
2.48235E+17	neutral	"\""""Pacino is going to play Joe Paterno.  This is the 2nd time he has starred in a film\u002c that has the line \u2019say hello to my little friend\""""- SNL"
2.64161E+17	negative	Not wearing make up to Dublin tomorrow until I\u2019m getting ready for the party. Help.
2.63954E+17	neutral	Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://t.co/F0Kb0gqD
2.63803E+17	neutral	It seem like Austin Rivers is tryin to had to get a bucket. I feel em tho my 1st game in the league I was trying hard too
2.04001E+17	neutral	Cofield draws leadoff walk in top 4th. Zaharion at the plate.
2.57332E+17	neutral	@BieberGomezTour aww my celebrity day is this thursday also\u002c going as Jennifer Hudson though :)
2.64236E+17	positive	@MehDusta I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe\u2019s :))
2.64177E+17	negative	Took me ten clicks to figure out where to early vote in Colorado. That site doesn\u2019t say what you need to bring. C\u2019mon\u002c @ColoSecofState
2.63977E+17	neutral	Sat down to watch Michael Jackson this is it on DVD xx
2.56396E+17	neutral	On the set of the Axis of the Nigerian Economy\u002c airing every tuesday 8:30pm on NTA international (DSTV) http://t.co/qFvON8Uj
2.6177E+17	positive	"Text from my dad: \""""you like Charles Dickens\"""" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!"
2.64167E+17	negative	Upset alert in ACC men\u2019s soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.
2.62628E+17	negative	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick
2.58836E+17	neutral	I may have missed out seeing Noel Fielding and Rich Fulcher today\u002c but I did just see Tom Tilley! #samsimmons
2.64259E+17	negative	Thankfully he\u2019s in Germany now. And comes home in January. Still dangerous though.
2.58626E+17	positive	Looper was amazing!!! Now to the theatre to see Simon Callow\u2019s \u2019The Mystery of Charles Dickens\u2019 ...loving my Wednesday off work :-)
2.22346E+17	positive	If you\u2019re an October baby\u002c then Happy Valentine\u2019s Day to your folks ... They have an annual memory
2.55849E+17	neutral	Negros and nigglettes\u002c all who would like to attend the a$ap rocky concert on  November 17th at starland lemme know tickets are only 25
2.64105E+17	positive	Wish Maddie luck next saturday\u002c she has a solo audition for Britain\u2019s Got Talent! :) ~ Ellie xxxxx
2.63661E+17	neutral	#NFL Victor Cruz went public this month with his desire for a new contract. On Tuesday\u002c the Giants rec... http://t.co/yzl60CHD #FOOTBALL
2.41226E+17	neutral	% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny
2.56018E+17	negative	@MeganWitmer that\u2019s crazy. I\u2019m more jealous of u going to Joe Pa\u2019s grave! I was sad Saturday when I walked past where the statue should be:(
2.63363E+17	positive	Mizzou commemorates its win over Kentucky with a T-shirt. No\u002c really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb
2.27578E+17	neutral	Who should The Rock face for the WWE Title at the Royal Rumble? I just voted #rockpunk would be a 1st to see
2.60036E+17	neutral	@FruitPunchToday lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley
2.63706E+17	neutral	@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine\u2019s Day or something.
2.23046E+17	positive	Happy Valentine\u2019s Day!!! @MAziing: Everyday is the 14th!
2.51955E+17	neutral	I have to finish reading Paterno by tomorrow so I can watch football Sunday and Monday and prepare for the #NBA2k13 release #120pagesleft
2.63962E+17	neutral	@xBecx92 it may be Indian time tonite Becky :-) xx
2.63705E+17	positive	Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious
2.62778E+17	neutral	@sumeetkulkarni Season ends with Superbowl in first week of February.
2.608E+17	neutral	@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?
2.6095E+17	neutral	Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird
2.6421E+17	negative	This Sunday New York Giants are going down. #Steelers
2.45532E+17	negative	As an introduction to Literature we wrote about The Woman In Black\u002c not something I particulalry want to read\u002c may just cry #ShitMyself
2.6406E+17	neutral	"\""""@Ilovedoobz: @Patty_flipping I did\u002c the other new is in today\u002c northern lights......\"""" I get payed tomorrow!"
2.64203E+17	neutral	Just finished rehearsing with @DWHY - we are ready for the Kendrick Lamar show tomorrow\u002c shout outs to WVU... http://t.co/d76r8YZH
2.62834E+17	neutral	"I posted 12 photos on Facebook in the album \""""Super Sunday wid Shobhit Bhatia......\"""" http://t.co/9DYtiAxO"
2.64215E+17	neutral	"I been watching \""""All-Access Kentucky\"""" every wed and it has been making me like these young dudes on Kentucky."
