NA	sentiment	tweet
6.41659E+17	neutral	#tv Sony taunts Apple with 'game on' message on PlayStation's 20th anniversary: Sony has also taken noti... http://t.co/Uzkg2HIQa1 #Sony
6.41659E+17	positive	Sony's 20th anniversary for the classic PlayStation! :D #20YearsOfPlay
6.41674E+17	neutral	Apple and Microsoft the 1st pairing in Tech Bastards cinematic universe. Stay till after the credits to see them eating shawarma with Sony.
6.4072E+17	positive	"Tearing through the blu-ray of Star Wars: Rebels. Screw Force Friday, it's Force Everyday!"
6.40724E+17	positive	"It may have been our trip to Disney and the release of all the new #starwars stuff, but Jose and I are totally in a Star Wars mood"
6.4073E+17	positive	This girl all over me cause I'm watching Star Wars for the 1st time... #OnlyInLA
6.40731E+17	positive	Dad went into my room and saw me watching Star Wars. Dad: I'll get you the whole saga... And may the force be with you. he's the best &lt;3
6.40734E+17	positive	Force Friday: Hear new Star Wars villain Kylo Ren's voice for the first time ... - Digital Spy UK http://t.co/svzAvb1ROz
6.40747E+17	positive	I have practice tomorrow but all I want to do is watch Star Wars. #starwars #thestruggle
6.40751E+17	positive	"Playing Star Wars Monopoly listening the ""Star Wars - Imperial March"" best mood ever"
6.40772E+17	positive	the force is strong in my family. Star Wars. the force awakens. December my people. #ijustnerdedsohardmyglassesbroke http://t.co/XIeh22bp8x
6.4078E+17	neutral	Here's what @devincf gets wrong about Star Wars toys and right about Force Friday http://t.co/M7t4AClMqD via @reeft
6.40812E+17	positive	All the existing Star Wars movies are finally being made available as legitimate digital downloads beginning April 10.
6.40824E+17	neutral	"@Sir_Mapleleaf Um... I don't know how familiar you are with Star Wars, but I was at the shops on Saturday and it was EVERYWHERE."
6.40838E+17	positive	We are launching #MayTheForceFacts on a Monday! Every Monday at 12pm for the rest of the year get interesting facts about Star Wars!
6.40858E+17	positive	"Spend a few minutes this morning with one of the loveliest people in the whole Star Wars family, Anthony Daniels: http://t.co/RHyWjER54g"
6.40858E+17	positive	@TheMikeSalk it ends with Star Wars in December
6.40873E+17	positive	I'm going to Target today solely to look at Star Wars toys. I missed Force Friday due to filming.
6.40875E+17	positive	"Star Wars sale at Games Republic, up to 75% off! May the savings be with you. https://t.co/zVmmnTc94R"
6.40904E+17	positive	"Sat in the Hard Rock Cafe, with my new Star Wars T-Shirt on, and apparently, I JUST missed George Lucas by a minute... No words"
6.40913E+17	positive	New on Ebay!Star Wars in the USA STAR WARS 30TH ANNIVERSARY SAGA LEGENDS R2-D2 FIGURE http://t.co/2F1uZGvYK2 http://t.co/mv0J49XUxm
6.40922E+17	positive	"@OrmQuinn Was it expensive? I'm curious bc I know my brother LOVES collecting toys and he loves STAR WARS, his bday is in November"
6.40925E+17	positive	Brian C. Eury want to go see Star Wars at midnight in December when it comes out and wear one of these? http://t.co/1F5HNnLF1b
6.40943E+17	neutral	"If you're married to someone who doesn't like Star Wars, may divorce be with you."
6.40947E+17	negative	Everyone should most definitely not go watch Star Wars on December 18th because it'll be a terrible movie
6.40972E+17	positive	"Just in: Star Wars fanatics now have a new social media site to interact with each other, called ForceBook, may the source be with you. ;)"
6.40977E+17	positive	@tokyofox not about that but there'll be many more things you'll get excited about Star Wars coming out in Japan before Dec 18.
6.40983E+17	positive	They have Star Wars crocs....I may or may get them tonight
6.41012E+17	neutral	Did Disney make back 3/4 of the $4 billion it paid for Lucasfilms?  Force Friday: $3b in Star Wars merchandise sales http://t.co/6laKrfDOTZ
6.41021E+17	positive	Hot Wheels takes over NYC with a fleet of Star Wars First Order Stormtrooper vehicles to celebrate Force Friday http://t.co/DKU7mEl3pL
6.41029E+17	positive	"Since Star Wars is coming this December, I guess fans should take a moment to appreciate it :)... http://t.co/WMMZ0y0UvM"
6.41046E+17	positive	Why you are never too old for Star Wars.  May the force be with you! http://t.co/3lafCMOG5i
6.41066E+17	positive	college apps or Star Wars for the 2nd time today? You already know
6.41067E+17	positive	"#IAmAChristianBut I use Star Wars, Star Trek, Lord of the Rings or a cheesy 80s movie reference in almost every Sunday School lesson."
6.41081E+17	positive	I can't stop watching Star Wars videos on YouTube. I just need December to come now!
6.41119E+17	positive	"Going to read some of the next book, Smuggler's Run, before going to sleep. I may be reading too much Star Wars..."
6.41127E+17	neutral	In the mood to watch Star Wars but it's like 2 and I have class tomorrow
6.41137E+17	positive	The Force Awakens: Shoppers strike back as Star Wars mania returns http://t.co/kXv03Ibk0P via @ExpressAndStar - may the force be with you!
6.41146E+17	positive	I haven't told anyone but I bought about $30 in Star Wars merch on force Friday and I'm proud of it
6.41147E+17	positive	Star Wars is now out a day early on the 17th? *Rushes to book an extra days annual leave* #100DaysToGo #StarWarsTheForceAwakens
6.41152E+17	positive	Shop the Orange Tuesday Flash Sale for the Best Halloween Costumes: Star Wars - Ewok Infant / Toddler Costume ... http://t.co/MgflbQPnqW
6.41164E+17	negative	@WithYouRebelX I've had problems with my email and haven't received any information for Saturday's Star Wars secret cinema. Can you resend?
6.4117E+17	neutral	Chris just said he likes Star Wars more than me. If I wasn't so relaxed that may have been a big argument haha
6.41172E+17	positive	"It's official, Star Wars to be released in the UK on the 17th of December. http://t.co/bFST0e1vBs"
6.41178E+17	positive	"December 18th is my last day of undergrad, and the day that Sisters and Star Wars is released. It will be a great day."
6.41182E+17	positive	@robeanne love it. :) I think my students may be a little over my Star Wars excitement at present. Heh heh
6.41191E+17	positive	UK will get Star Wars on the 17th December a day before the U.S. Glad I didn't put that holiday in  For it yesterday :D
6.41195E+17	neutral	Who is watching Star Wars Episode 7 with me at the Waterloo IMAX on Dec 17th?
6.41203E+17	positive	"Star Wars is coming to the UK on December 17 - IN YOUR FACE, AMERICA!"
6.41206E+17	neutral	"@TheatrMwldan December 17th is the day for Star Wars , most anticipated film of the year??"
6.41222E+17	positive	My Science Fiction page http://t.co/YVKuXoRhcC Teach with Star Wars. May the learning force be with you. http://t.co/VrXr2H7mCg
6.41225E+17	positive	AMAZING Millennium Falcon Drone by Air Hogs! Force Friday! Star Wars Episode 7: Force Awakens News want want want http://t.co/ghavPTmcgW
6.41253E+17	neutral	2nd graders in front of bus playing with Star Wars toys humming the theme song v loud
6.41257E+17	positive	YES! Star Wars to be screened in the UK a day early - now December 17th! One day closer to The Force Awakens! :-D http://t.co/4tzoiktrIB
6.41258E+17	positive	Some great pictures emerging from the Force Friday event for Star Wars! http://t.co/cvI9trQsMo
6.41258E+17	positive	"I was about to say, UK better not get Star Wars a week early. But they aren't. 17th is thursday. We get mad shows on Thursday's now anyways!"
6.41258E+17	positive	"Last Friday was #ForceFriday and this Wednesday the ""Journey to Star Wars: The Force Awakens"" continues with... http://t.co/wGxcpgdaUs"
6.41263E+17	positive	Star Wars to come to UK a day early - so its countdown from 100 days today!  https://t.co/IOJCRBpG6Y
6.41268E+17	positive	Whenever I'm thinking about negative bs...I remember Star Wars Episode 7 comes out in December...lol we just gotta make till Christmas dawg
6.41268E+17	positive	"Big week in the House of Flo: 1st day of Kindergarten, 1st day of preschool, son turns 6 &amp; gets to watch Star Wars, &amp; a Birthday party!"
6.41273E+17	positive	@RavensburgerPC #competition for a chance to #win new Star Wars episode 7 Puzzle just RT&amp;FLW ends Tuesday 08/09/15 6pm #ForceFriday
6.41277E+17	positive	"The fact that ROWYSO started on Star Wars day May the 4th be with you, wherever you are #ROWYSOrememberallthememories http://t.co/IDONGOnHd7"
6.41294E+17	positive	I need somebody to have a Star Wars marathon with before December!
6.41297E+17	positive	The new Star Wars film will be released here a day before the US. The Force Awakens is out on the 17th of December. http://t.co/o1YERr7bvS
6.41298E+17	positive	"Star Wars released a day earlier in the UK,Thursday Dec 17th... Tomorrow,days will be booked off work for this day long remembered."
6.41303E+17	positive	@OsoFreshFutbol I think the expectations are so low in Avatar land it may be a sleeper. Star Wars land is going to be tough to do right.
6.41306E+17	positive	"Letting your professors know not to schedule a final on December 17th and 18th because That's the Star Wars premiere....Yeah, I'm that kid"
6.41309E+17	negative	"#ForceFriday as a whole was pretty disappointing. Not sure who dropped the ball - retailers, Hasbro, or Disney. It's Star Wars! C'mon!"
6.41315E+17	positive	Toy collectors &amp; Star Wars Fans may the force guide you to my store to find the Droid you are looking for! #BB8 http://t.co/PzqtbxSmYA
6.41317E+17	positive	New #StarWars comic out tomorrow: Journey to Star Wars: the Force Awakens: Shattered Empire &amp; Darth Vader
6.41332E+17	positive	Disney whips Star Wars fans into frenzy with 'Force Friday' event http://t.co/Fwz9DLOOK9
6.41347E+17	positive	@ImBoardWithLife @ChrisBryanGames what Star Wars game released on Force Friday are you most interested in?
6.41348E+17	positive	"@Podesta1989 btw, did you see that Star Wars is now out on the 17th dec?"
6.41351E+17	neutral	"Thursday, September 10th, is Star Wars Reads Day! Check out our display of Star Wars titles on the main floor! http://t.co/pjy3pH18LD"
6.41355E+17	negative	"@alexkidwell I give zero shits about Star Wars, and I'm only mildly excited by Bond films. Will I be seeing you on RHAP tomorrow?!"
6.41366E+17	neutral	Collector's Corner:  Star Wars Force Friday Special Edition: Let us guide you through the galaxy of Star Wars ... http://t.co/CVzikDSfz1
6.41369E+17	positive	can it be December 18th already? I just wanna watch Star Wars: The Force Awakens
6.41375E+17	positive	4 yr old who attended Saturday's Star Wars event came in today to tell me he made 4 new friends that day. #childrenslibrarian #lovemyjob
6.41389E+17	positive	December 16 &amp; 17 will be the best two consecutive days ever. NXT Takeover live in London and then Star Wars
6.41398E+17	positive	there's not really anyone I know irl that gets passionate enough about Star Wars I need to find new friends before dec 18th
6.41411E+17	positive	"Finishing Jurassic park for like the 100th time tomorrow. Film class is gonna have a lot of reruns for me. All the batman films, Star Wars.."
6.41411E+17	positive	Did you know Star Wars is coming out with a new movie in December?!?! - third grade boy
6.41414E+17	positive	"@Pillownaut 1978. I missed Star Wars and Saturday Night Fever but made it in time for Grease, so there's that."
6.41415E+17	neutral	Who wants to go see Star Wars ep 7 with me in December?
6.41418E+17	positive	Why is it the Imperial March from Star Wars is playing im my head while I think about a new episode of #inkmaster tonight?? Lol
6.41421E+17	neutral	I have a Star Wars themed birthday party this Saturday. But here's the downside..
6.41425E+17	positive	"When we go over expectations, I make it fun with Star Wars-- the Jedi Code of Conduct. http://t.co/67J9CcUea5 #sdu46"
6.41443E+17	positive	Just discovered the complete first season of Star Wars rebels is available for free On Demand. Tomorrow's work day just got AWESOME.
6.41446E+17	neutral	@TOPPSMIKE I also cross trade for huddle and bunt. I may quit Star Wars and want to cross trade. Don't want to be suspended again. Thoughts?
6.41471E+17	positive	Can December 17th get here any faster? I want to watch Star Wars already
6.41475E+17	positive	"@rebelrealcanon Nothing wrong with that. I was in 4th grade when Episode I was released. I'd seen the OT before, but TPM is my Star Wars!"
6.41497E+17	neutral	UK release of Star Wars Episode VII: The Force Awakens to be a day earlier than expected (Dec 17) http://t.co/ImqpET9gWd
6.41514E+17	positive	"Now the UK release of Star Wars: The Force Awakened has been brought forward to our 10th wedding anniversary, my wife might take the hint?"
6.41538E+17	positive	There is no perhaps when it comes to Star Wars! You MUST! May the power of the force compel you to do so! https://t.co/RmcfH2TmqF
6.41538E+17	positive	Awaken the Force with these Star Wars themed gifts. Like them you may. http://t.co/70No1HsyqN
6.41572E+17	positive	My morning alarm is the Imperial March from Star Wars.  The feelings of dread act just like coffee.
6.41575E+17	positive	I want to have a Star Wars party for my 21st
6.41584E+17	positive	the UK is getting Star Wars 1 day earlier! I might have to take the 17th of December off work
6.41602E+17	neutral	The release date for Star Wars: The Force Awakens in the UK has been moved to a day earlier than originally advertised on December 17.
6.41608E+17	positive	Daily Video: NYC Press Event with COVERGIRL and STAR WARS: May the force be with you. I a... http://t.co/EHOuC86eDA via @audreymcclellan
6.41614E+17	positive	"It's Wednesday! Best week in a long time. Batman, Harley, Star Wars, Saga. Ant Man toys, TONS more. Love it!! http://t.co/x62ZNgqVV0"
6.41631E+17	positive	Result in my 1st 2 packets of the Star Wars trading cards collection. The dream team in foils! #Han #Chewie http://t.co/NmNcMCAo3x
6.41632E+17	negative	@BitterOldJoe it gave the impression the whole thing is a beery deconstruction of Star Wars for adult edgelords. I may read it anyway
6.32622E+17	positive	And the show goes on! Scorpions' Sting at 3 p.m. Come down; the sun is even peeking through.
6.33014E+17	neutral	He's still wrong about Sting :) https://t.co/SgqnnXStdZ
6.33983E+17	neutral	"Sting will interfere and cost Undertaker the match this sunday. Or, it's possible we could see the return of the masked Kane. #SummerSlam"
6.34189E+17	neutral	Sting defeat the @GoderichGrizz 9-4 ... On to fullarton tomorrow night to face the @FullartonAs
6.3433E+17	positive	"Ich habe ein @YouTube-Video positiv bewertet: http://t.co/4njhci2kuC Sting saves Randy Orton from the Authority: WWE Raw, March 16,"
6.3436E+17	positive	@AnsoniiSan thanks brother I feel the same she's a fighter! She loves Sting so I'm going to ask him to sign a card for her Saturday lol
6.34372E+17	positive	"Preaching theme this Sunday: David &amp; Bathsheba -- with band doing cover of Sting's ""Every Breath U Take (I'll be watching U)"" #yeahbaby"
6.34549E+17	positive	"Retweet/Favorite if you want to see Masked Kane, Sting and The Rock return this Sunday at #SummerSlam! #WWEFamily http://t.co/coY9ouWlMj"
6.35072E+17	positive	"Sting's in Brooklyn. Sunday night, it's happening. IT'S HAPPENING! #SummerSlam"
6.35303E+17	neutral	"@JGoldLabel Doubt it. Rumor has it Kane may attack Lesnae because Lesnar ""Put him out"" Sting shows up sets up Taker vs Sting Mania 32"
6.3542E+17	positive	[150823 Moo Party] Mamamoo sang Sting with live piano 1st then back to MR. Pictures/fanarts/messages from MooMoos were shown on the screen.
6.35578E+17	neutral	@TheDoctorIsntIn Interference seems a foregone conclusion to set up a 3rd match at WM...unless Sting shows up tonight and screws Taker.
6.35653E+17	neutral	If Sting is on RAW tomorrow then there is no doubt he will confront The Undertaker to build towards a match at WrestleMania.
6.35654E+17	positive	@lentzadam533 yea definitely but I just saw a report that Sting is coming to RAW tomorrow and Taker going be at raw could be interesting
6.35657E+17	positive	Rumor has it that Sting will appear on #RAW tomorrow night.
6.35673E+17	positive	@Danielmmafan Sting could always have another match before. I just read hes gonna be on Raw tomorrow.
6.35679E+17	positive	Sting will be on RAW tomorrow though so that should set up the taker/Sting match
6.3569E+17	neutral	"PWInsider reports that several sources indicate Sting flew back to New York City tonight, which could mean he appears at RAW tomorrow night."
6.35901E+17	neutral	"@ShadouDoragon @HolyWhiteDragon @IronRockSaint --instead responded to Sting's statement. ""Hai, Sting-san! May the guild with more--"
6.35917E+17	neutral	Sting may be apppearing tonight how many times have we heard that in the last 2 months? I'll believe it when I hear the crows.  #Raw
6.35927E+17	positive	@FredRichani If you wanna do Rock vs Brock and Taker vs Sting at wm 32. Survivor Series on his 25th anniversary would be the place to end it
6.35932E+17	positive	"Rumor Roundup (Aug. 24, 2015): Raw tonight, WrestleMania, Sting return, Divas Revolution, more! http://t.co/VRDROEKt0E via @cagesideseats."
6.35953E+17	positive	"Looking forward to Monday Night Raw, I have a feeling we'll be seeing Ric Flair in the ring with Sting tonight! #WWERaw #WCW"
6.36014E+17	positive	"And it all ends,  with Sting! Monday Night Raw, was absolutely, WAY more better, then Summerslam. #StingVsRollins  #RawBrooklyn"
6.36014E+17	positive	"That was one of the best Monday Night Raw shows I've seen in a while, finishing off with Sting! Could we see #RollinsvsSting"
6.36014E+17	positive	"Including his TNA title wins, Sting is a 14-time World Champion. Beating Seth would tie him with Cena for 2nd of all time. @wwe #raw"
6.36015E+17	positive	great RAW tonight...1st the Dudley Boys and then to end with Sting!!!   #WWERaw #WWE
6.36016E+17	neutral	@DukesWrestling if Sting is in a Rollins story line who's the next rumored 3rd man for Reigns/Ambrose?
